Date,data,median,LB,UB
2024-05-05,137,121.96,56.09,185.93
2024-05-12,149,128.88,65.99,193.59
2024-05-19,138,135.8,74.58,197.15
2024-05-26,117,142.72,76.36,205.71
2024-06-02,153,149.64,84.05,210.17
2024-06-09,177,156.56,92.49,221.13
2024-06-16,93,163.48,101.75,224.82
2024-06-23,184,170.4,103.67,234.05
2024-06-30,215,177.32,116.74,240.09
2024-07-07,157,184.24,120.19,243.93
2024-07-14,145,191.16,129.58,257.14
2024-07-21,215,198.08,134.2,257.48
2024-07-28,259,205.01,141.27,267.28
2024-08-04,183,211.93,148.68,270.95
2024-08-11,234,218.85,154.15,279.44
2024-08-18,NA,225.77,164,284.02
2024-08-25,NA,232.69,173.54,300.01
2024-09-01,NA,239.61,178.25,301.94
2024-09-08,NA,246.53,185.28,308.63
