Date,data,median,LB,UB
2024-05-05,137,121.95,88.74,155.16
2024-05-12,149,128.87,99.03,158.72
2024-05-19,138,135.79,109.12,162.47
2024-05-26,117,142.71,118.95,166.48
2024-06-02,153,149.64,128.4,170.87
2024-06-09,177,156.56,137.34,175.78
2024-06-16,93,163.48,145.58,181.38
2024-06-23,184,170.4,152.96,187.84
2024-06-30,215,177.32,159.42,195.22
2024-07-07,157,184.24,165.02,203.46
2024-07-14,145,191.16,169.93,212.4
2024-07-21,215,198.09,174.32,221.85
2024-07-28,259,205.01,178.33,231.68
2024-08-04,183,211.93,182.08,241.77
2024-08-11,234,218.85,185.64,252.06
2024-08-18,NA,225.77,189.07,262.47
2024-08-25,NA,232.69,192.39,272.99
2024-09-01,NA,239.61,195.64,283.59
2024-09-08,NA,246.54,198.83,294.24
