Date,data,median,LB,UB
2024-03-31,8,10.21,0,20.58
2024-04-07,12,10.3,0.08,20.96
2024-04-14,13,10.39,0.1,20.9
2024-04-21,0,10.49,0,21.52
2024-04-28,19,10.58,0,21.74
2024-05-05,15,10.68,0,20.68
2024-05-12,8,10.77,0.49,21.45
2024-05-19,12,10.86,0.67,22.09
2024-05-26,0,10.96,0.66,22.4
2024-06-02,16,11.05,0.02,21.94
2024-06-09,19,11.14,1.27,22.6
2024-06-16,8,11.24,0.61,22.52
2024-06-23,14,11.33,1.61,21.21
2024-06-30,10,11.42,1.53,21.69
2024-07-07,9,11.52,1.4,21.69
2024-07-14,NA,11.61,1.14,21.2
2024-07-21,NA,11.7,1.37,22.57
2024-07-28,NA,11.8,1.66,22.91
2024-08-04,NA,11.89,1.33,21.73
