Date,data,median,LB,UB
2024-03-31,8,10.22,4.51,15.92
2024-04-07,12,10.31,5.18,15.43
2024-04-14,13,10.4,5.82,14.98
2024-04-21,0,10.5,6.41,14.58
2024-04-28,19,10.59,6.94,14.23
2024-05-05,15,10.68,7.38,13.98
2024-05-12,8,10.77,7.7,13.85
2024-05-19,12,10.87,7.87,13.86
2024-05-26,0,10.96,7.89,14.03
2024-06-02,16,11.05,7.75,14.35
2024-06-09,19,11.15,7.5,14.79
2024-06-16,8,11.24,7.16,15.32
2024-06-23,14,11.33,6.75,15.91
2024-06-30,10,11.42,6.3,16.55
2024-07-07,9,11.52,5.81,17.22
2024-07-14,NA,11.61,5.31,17.91
2024-07-21,NA,11.7,4.78,18.62
2024-07-28,NA,11.8,4.24,19.35
2024-08-04,NA,11.89,3.7,20.08
