Date,data,median,LB,UB
2024-06-16,93,145.09,84.08,208.83
2024-06-23,184,155.38,91.85,221.08
2024-06-30,215,165.66,103.98,231.52
2024-07-07,157,175.95,110.47,244.01
2024-07-14,145,186.23,122.51,245.28
2024-07-21,215,196.52,130.55,259.84
2024-07-28,259,206.8,147.38,271.45
2024-08-04,183,217.09,149.69,277.83
2024-08-11,234,227.37,161.78,292.56
2024-08-18,250,237.66,172.37,296.92
2024-08-25,251,247.94,178.42,312.48
2024-09-01,234,258.22,195.35,322.37
2024-09-08,NA,268.51,203.63,330.08
2024-09-15,NA,278.79,209.19,343.67
2024-09-22,NA,289.08,219.62,356.43
2024-09-29,NA,299.36,235.42,363.66
