Date,data,median,LB,UB
2024-06-16,93,92.5,63.44,121.56
2024-06-23,184,187.81,161.95,213.66
2024-06-30,215,207.32,184.45,230.19
2024-07-07,157,162.16,137.26,187.06
2024-07-14,145,143.61,118.02,169.2
2024-07-21,215,221.89,199.05,244.73
2024-07-28,259,243.25,220.41,266.09
2024-08-04,183,198.68,173.09,224.27
2024-08-11,234,225.94,201.05,250.84
2024-08-18,250,252.18,229.31,275.05
2024-08-25,251,250.44,224.59,276.3
2024-09-01,234,234.21,205.15,263.27
2024-09-08,NA,213.29,87.64,338.93
2024-09-15,NA,192.36,0,429.09
2024-09-22,NA,171.44,0,520.16
2024-09-29,NA,150.52,0,611.47
