Date,data,median,LB,UB
2024-06-16,93,145.09,106.65,183.53
2024-06-23,184,155.38,121.8,188.95
2024-06-30,215,165.66,136.56,194.77
2024-07-07,157,175.95,150.72,201.18
2024-07-14,145,186.24,163.95,208.52
2024-07-21,215,196.52,175.87,217.17
2024-07-28,259,206.81,186.16,227.46
2024-08-04,183,217.1,194.81,239.38
2024-08-11,234,227.38,202.15,252.62
2024-08-18,250,237.67,208.57,266.77
2024-08-25,251,247.96,214.38,281.53
2024-09-01,234,258.24,219.8,296.69
2024-09-08,NA,268.53,224.96,312.1
2024-09-15,NA,278.82,229.94,327.7
2024-09-22,NA,289.1,234.79,343.42
2024-09-29,NA,299.39,239.55,359.23
