month,day,data,median,LB,UB
4,7,4,4,4,4
4,14,6,2.93812545065935,-0,11.3390496834833
4,21,0,4.13377244999283,-0,11.9873039551104
4,28,2,5.17962476528526,-0,13.4630256291043
5,5,9,6.49917695555495,-0,14.605128135135
5,12,12,7.57934870744381,-0,16.0940874567317
5,19,5,8.68124575494164,0.555996826034433,16.802240698291
5,26,11,9.27360532136783,1.18406345916166,17.5314141676364
6,2,7,9.55900716662847,1.01167394189925,17.7658483968374
6,9,11,9.38545274497656,0.252078579502779,18.9012493487654
6,16,NaN,8.93532917171765,-0,20.2008424288508
6,23,NaN,8.16473612931652,-0,22.9192325194993
6,30,NaN,7.31756559151622,-0,28.2043125649112
7,7,NaN,6.53230103083891,-0,34.4425940907981
