Date,data,median,LB,UB
2024-05-19,1,1.34,0,4.32
2024-05-26,2,1.82,0,4.49
2024-06-02,0,2.29,0,4.68
2024-06-09,10,2.77,0.64,4.9
2024-06-16,3,3.24,1.34,5.15
2024-06-23,3,3.72,1.99,5.44
2024-06-30,2,4.19,2.59,5.8
2024-07-07,4,4.67,3.1,6.23
2024-07-14,3,5.14,3.54,6.75
2024-07-21,4,5.62,3.89,7.34
2024-07-28,7,6.09,4.19,8
2024-08-04,6,6.57,4.44,8.7
2024-08-11,4,7.04,4.65,9.43
2024-08-18,14,7.52,4.84,10.19
2024-08-25,7,7.99,5.01,10.97
2024-09-01,NA,8.47,5.18,11.76
2024-09-08,NA,8.94,5.33,12.56
2024-09-15,NA,9.42,5.47,13.36
2024-09-22,NA,9.89,5.61,14.17
