Date,data,median,LB,UB
2024-05-19,1,1.35,0,6.76
2024-05-26,2,1.82,0,7.24
2024-06-02,0,2.3,0,7.87
2024-06-09,10,2.77,0,8.29
2024-06-16,3,3.25,0,8.64
2024-06-23,3,3.72,0,9.54
2024-06-30,2,4.2,0,9.63
2024-07-07,4,4.67,0,10.68
2024-07-14,3,5.15,0,10.53
2024-07-21,4,5.62,0,11.01
2024-07-28,7,6.1,1.08,11.48
2024-08-04,6,6.57,0.74,12.06
2024-08-11,4,7.05,1.76,12.18
2024-08-18,14,7.52,2.24,13.07
2024-08-25,7,8,2.04,13.83
2024-09-01,NA,8.47,2.7,13.95
2024-09-08,NA,8.95,3.34,14.44
2024-09-15,NA,9.42,3.91,14.91
2024-09-22,NA,9.89,4.01,15.52
