month,day,data,median,LB,UB
4,28,21,21,21,21
5,5,30,14.0119727680337,-0,43.0836648961292
5,12,25,19.5532777109995,-0,48.9076109227236
5,19,17,24.6418315110036,-0,53.556168336701
5,26,12,28.9906613490349,0.0189101405693517,58.1149384978884
6,2,30,32.1943015453037,3.34847790666428,61.8521374991434
6,9,45,32.5424962896586,3.7139159267868,62.9490530556921
6,16,43,30.2347086886609,1.22258510719158,60.0345252113949
6,23,20,26.5521653117827,-0,56.5934564412633
6,30,12,22.1163934370153,-0,54.7509426560193
7,7,NaN,17.6099829152967,-0,52.9545516807848
7,14,NaN,14.4603122992502,-0,53.2287279025865
7,21,NaN,11.6048211878021,-0,54.1614960607113
7,28,NaN,9.68185972845828,-0,53.6780997856657
