month,day,data,median,LB,UB
4,28,21,21,21,21
5,5,30,14.122291512111,-0,42.7968750283575
5,12,25,19.3312949050428,-0,48.4061514214097
5,19,17,24.2648000717549,-0,53.953376498085
5,26,12,29.41376427479,0.16098486375774,59.4293914591494
6,2,30,32.3233244840697,3.04856239772509,61.8677404159211
6,9,45,32.2588729415318,4.45269844587302,61.8209818419691
6,16,43,30.3263940336074,1.25234876596402,59.9382088071219
6,23,20,26.709995583512,-0,56.1057022780733
6,30,12,22.4310184917431,-0,53.8970530882102
7,7,NaN,18.3100641859025,-0,55.0633676854054
7,14,NaN,14.0901055395431,-0,52.8010507162227
7,21,NaN,10.9788586141218,-0,53.3246125340895
7,28,NaN,9.01182583652366,-0,54.3844943870692
