Date,data,median,LB,UB
2024-04-14,162,114.25,26.76,206.14
2024-04-21,0,117.41,30.11,209.43
2024-04-28,159,120.57,33.33,208.78
2024-05-05,137,123.73,29.22,214.95
2024-05-12,149,126.89,36.04,214.34
2024-05-19,138,130.05,40.49,216.88
2024-05-26,117,133.21,40.31,225.57
2024-06-02,153,136.37,51.09,229.41
2024-06-09,177,139.53,48.21,229.83
2024-06-16,93,142.69,49.48,230.8
2024-06-23,NA,145.85,59.24,239.02
2024-06-30,NA,149.01,57.46,238.21
2024-07-07,NA,152.17,55.57,241.67
2024-07-14,NA,155.33,65.24,246.67
