month,day,data,median,LB,UB
6,23,2,2,2,2
6,30,1,1,0,3
7,7,2,1,0,4
7,14,3,1,0,5
7,21,1,2,0,6
7,28,3,3,0,7
8,4,3,4,1,9
8,11,4,5,1,11
8,18,5,7,2,14
8,25,14,10,3,18
9,1,NaN,13,5,24
9,8,NaN,17,6,33
9,15,NaN,23,8,45
9,22,NaN,31,9,61
