Date,data,median,LB,UB
2024-04-21,0,4,0,12.3
2024-04-28,2,4.66,0,13.6
2024-05-05,9,5.32,0,13.54
2024-05-12,12,5.97,0,14.1
2024-05-19,5,6.63,0,14.44
2024-05-26,11,7.29,0,15.5
2024-06-02,7,7.95,0.05,16.39
2024-06-09,11,8.6,0,16.58
2024-06-16,9,9.26,0.6,17.65
2024-06-23,11,9.92,1.44,18.7
2024-06-30,3,10.58,1.75,19.34
2024-07-07,9,11.24,2.94,19.32
2024-07-14,4,11.89,2.91,20.93
2024-07-21,15,12.55,3.76,21.25
2024-07-28,21,13.21,4.53,21.41
2024-08-04,NA,13.87,5.19,22.51
2024-08-11,NA,14.52,5.74,22.92
2024-08-18,NA,15.18,6.33,24.09
2024-08-25,NA,15.84,7.21,24.6
