Date,data,median,LB,UB
2024-04-21,0,0.34,0,5.91
2024-04-28,2,3.94,0.17,7.71
2024-05-05,9,6.81,3.18,10.45
2024-05-12,12,8.58,4.93,12.22
2024-05-19,5,9.23,5.69,12.76
2024-05-26,11,9.36,5.82,12.9
2024-06-02,7,9.42,5.87,12.97
2024-06-09,11,9.31,5.81,12.82
2024-06-16,9,8.73,5.18,12.28
2024-06-23,11,7.63,4.09,11.17
2024-06-30,3,6.69,3.15,10.23
2024-07-07,9,6.91,3.26,10.56
2024-07-14,4,9.16,5.53,12.8
2024-07-21,15,13.53,9.76,17.29
2024-07-28,21,19.36,13.79,24.93
2024-08-04,NA,25.56,15.92,35.2
2024-08-11,NA,31.75,17.4,46.11
2024-08-18,NA,37.95,18.71,57.19
2024-08-25,NA,44.15,19.95,68.34
