Date,data,median,LB,UB
2024-04-21,0,21.02,9.05,33
2024-04-28,21,21.14,10.38,31.9
2024-05-05,30,21.25,11.63,30.86
2024-05-12,25,21.36,12.79,29.93
2024-05-19,17,21.47,13.81,29.12
2024-05-26,12,21.58,14.65,28.51
2024-06-02,30,21.69,15.24,28.14
2024-06-09,45,21.8,15.51,28.09
2024-06-16,43,21.91,15.46,28.36
2024-06-23,20,22.02,15.09,28.95
2024-06-30,12,22.13,14.48,29.79
2024-07-07,24,22.24,13.67,30.81
2024-07-14,14,22.35,12.74,31.97
2024-07-21,11,22.46,11.7,33.22
2024-07-28,23,22.57,10.6,34.55
2024-08-04,NA,22.69,9.45,35.92
2024-08-11,NA,22.8,8.27,37.33
2024-08-18,NA,22.91,7.05,38.76
2024-08-25,NA,23.02,5.82,40.22
