Date,data,median,LB,UB
2024-04-21,0,21.01,0.57,42.76
2024-04-28,21,21.12,0,43.48
2024-05-05,30,21.23,0,43.35
2024-05-12,25,21.34,0,44.63
2024-05-19,17,21.45,0,45.73
2024-05-26,12,21.56,0,44.75
2024-06-02,30,21.67,0,43.8
2024-06-09,45,21.78,0,42.75
2024-06-16,43,21.89,0,44.67
2024-06-23,20,22,0,43.5
2024-06-30,12,22.11,1.16,45.25
2024-07-07,24,22.22,0,42.58
2024-07-14,14,22.33,0.02,45.37
2024-07-21,11,22.44,0.85,43.34
2024-07-28,23,22.55,0,44.87
2024-08-04,NA,22.67,0.03,45.02
2024-08-11,NA,22.78,0.9,46.24
2024-08-18,NA,22.89,0,43.91
2024-08-25,NA,23,0.71,45.51
