Date,data,median,LB,UB
2024-03-17,16,16,16,16
2024-03-24,23,12.40702652,0,29.9526284
2024-03-31,8,12.92058667,0,29.83178996
2024-04-07,12,13.02795757,0,29.2274719
2024-04-14,13,13.11335612,0,29.15510902
2024-04-21,0,12.70341669,0,29.42282474
2024-04-28,19,12.34597865,0,28.5680745
2024-05-05,15,12.07811021,0,28.59515202
2024-05-12,8,11.61427432,0,28.38754215
2024-05-19,12,11.19986092,0,28.74763968
2024-05-26,NaN,10.59666574,0,30.156039
2024-06-02,NaN,10.08693398,0,32.78500989
2024-06-09,NaN,10.09297382,0,35.19407031
2024-06-16,NaN,9.553155011,0,40.49369277
