Date,data,median,LB,UB
2024-03-17,16,16,16,16
2024-03-24,23,14.18770329,0,32.26858879
2024-03-31,8,14.23214498,0,30.80499779
2024-04-07,12,14.13485875,0,31.06439179
2024-04-14,13,13.78600036,0,29.95565751
2024-04-21,0,12.82204899,0,28.66868634
2024-04-28,19,12.06114995,0,28.06494718
2024-05-05,15,11.11780399,0,27.21533976
2024-05-12,8,9.979209139,0,26.9961925
2024-05-19,12,9.190958666,0,26.45983583
2024-05-26,NaN,8.163217416,0,26.76381447
2024-06-02,NaN,7.52466686,0,26.89607457
2024-06-09,NaN,7.1420362,0,27.21932864
2024-06-16,NaN,6.689029805,0,27.48030875
