Date,data,median,LB,UB
2024-04-07,3,2.54,0,7.2
2024-04-14,2,2.62,0,7.35
2024-04-21,0,2.71,0,7.32
2024-04-28,2,2.79,0,7.36
2024-05-05,6,2.88,0,7.89
2024-05-12,6,2.96,0,7.84
2024-05-19,1,3.05,0,8.01
2024-05-26,2,3.13,0,7.73
2024-06-02,0,3.21,0,8.18
2024-06-09,10,3.3,0,7.91
2024-06-16,3,3.38,0,7.77
2024-06-23,3,3.47,0,8.3
2024-06-30,2,3.55,0,8.44
2024-07-07,4,3.64,0,8.63
2024-07-14,3,3.72,0,8.38
2024-07-21,NA,3.81,0,8.16
2024-07-28,NA,3.89,0,8.73
2024-08-04,NA,3.98,0,8.84
2024-08-11,NA,4.06,0,8.79
