Date,data,median,LB,UB
2024-04-07,3,2.53,0,5.09
2024-04-14,2,2.62,0.32,4.92
2024-04-21,0,2.7,0.65,4.76
2024-04-28,2,2.79,0.96,4.62
2024-05-05,6,2.88,1.24,4.51
2024-05-12,6,2.96,1.48,4.44
2024-05-19,1,3.05,1.67,4.43
2024-05-26,2,3.13,1.79,4.48
2024-06-02,0,3.22,1.84,4.6
2024-06-09,10,3.3,1.82,4.79
2024-06-16,3,3.39,1.75,5.03
2024-06-23,3,3.48,1.64,5.31
2024-06-30,2,3.56,1.51,5.62
2024-07-07,4,3.65,1.35,5.95
2024-07-14,3,3.73,1.17,6.29
2024-07-21,NA,3.82,0.99,6.65
2024-07-28,NA,3.9,0.8,7.01
2024-08-04,NA,3.99,0.6,7.38
2024-08-11,NA,4.08,0.4,7.75
