Date,data,median,LB,UB
2024-05-12,149,122.23,88.97,155.5
2024-05-19,138,130.19,100.29,160.09
2024-05-26,117,138.15,111.43,164.87
2024-06-02,153,146.1,122.3,169.91
2024-06-09,177,154.06,132.79,175.33
2024-06-16,93,162.02,142.77,181.27
2024-06-23,184,169.98,152.04,187.91
2024-06-30,215,177.93,160.46,195.4
2024-07-07,157,185.89,167.96,203.82
2024-07-14,145,193.85,174.6,213.1
2024-07-21,215,201.8,180.53,223.07
2024-07-28,259,209.76,185.95,233.57
2024-08-04,183,217.72,191,244.44
2024-08-11,234,225.68,195.78,255.57
2024-08-18,250,233.63,200.37,266.9
2024-08-25,NA,241.59,204.82,278.36
2024-09-01,NA,249.55,209.18,289.92
2024-09-08,NA,257.5,213.45,301.56
2024-09-15,NA,265.46,217.67,313.25
