Date,data,median,LB,UB
2024-05-12,149,NA,NA,NA
2024-05-19,138,NA,NA,NA
2024-05-26,117,NA,NA,NA
2024-06-02,153,NA,NA,NA
2024-06-09,177,NA,NA,NA
2024-06-16,93,NA,NA,NA
2024-06-23,184,NA,NA,NA
2024-06-30,215,NA,NA,NA
2024-07-07,157,NA,NA,NA
2024-07-14,145,NA,NA,NA
2024-07-21,215,NA,NA,NA
2024-07-28,259,NA,NA,NA
2024-08-04,183,NA,NA,NA
2024-08-11,234,NA,NA,NA
2024-08-18,250,NA,NA,NA
2024-08-25,NA,250,148.28,351.72
2024-09-01,NA,250,106.15,393.85
2024-09-08,NA,250,73.82,426.18
2024-09-15,NA,250,46.56,453.44
