Date,data,median,LB,UB
2024-07-14,0,0.77,0,1.99
2024-07-21,2,0.85,0,1.9
2024-07-28,0,0.94,0.04,1.83
2024-08-04,1,1.02,0.25,1.79
2024-08-11,2,1.1,0.42,1.78
2024-08-18,1,1.18,0.53,1.83
2024-08-25,2,1.26,0.58,1.95
2024-09-01,2,1.35,0.58,2.11
2024-09-08,0,1.43,0.53,2.32
2024-09-15,0,1.51,0.46,2.56
2024-09-22,3,1.59,0.37,2.81
2024-09-29,NA,1.67,0.28,3.07
2024-10-06,NA,1.75,0.17,3.33
2024-10-13,NA,1.84,0.07,3.61
2024-10-20,NA,1.92,0,3.88
