Date,data,median,LB,UB
2024-03-24,99,91.56,6.56,170.65
2024-03-31,91,97.49,19.58,178.73
2024-04-07,122,103.43,24.93,183.55
2024-04-14,162,109.36,29.37,193.49
2024-04-21,0,115.29,29.6,200.35
2024-04-28,159,121.22,35.75,197.51
2024-05-05,137,127.16,48.79,208.58
2024-05-12,149,133.09,55.4,218.72
2024-05-19,138,139.02,60.48,226.26
2024-05-26,117,144.95,60.88,227.97
2024-06-02,153,150.89,75.57,238.21
2024-06-09,177,156.82,75.83,242.88
2024-06-16,93,162.75,88.61,238.08
2024-06-23,184,168.68,93.26,246.96
2024-06-30,215,174.61,97.47,252.22
2024-07-07,NA,180.55,100.74,253.68
2024-07-14,NA,186.48,107.69,269.35
2024-07-21,NA,192.41,115.13,277.13
2024-07-28,NA,198.34,117.79,273.37
