Date,data,median,LB,UB
2024-03-24,99,91.54,48.28,134.8
2024-03-31,91,97.47,58.59,136.36
2024-04-07,122,103.41,68.65,138.16
2024-04-14,162,109.34,78.37,140.3
2024-04-21,0,115.27,87.61,142.93
2024-04-28,159,121.2,96.16,146.24
2024-05-05,137,127.13,103.81,150.46
2024-05-12,149,133.07,110.34,155.79
2024-05-19,138,139,115.68,162.32
2024-05-26,117,144.93,119.89,169.97
2024-06-02,153,150.86,123.2,178.53
2024-06-09,177,156.8,125.83,187.76
2024-06-16,93,162.73,127.97,197.48
2024-06-23,184,168.66,129.78,207.54
2024-06-30,215,174.59,131.33,217.85
2024-07-07,NA,180.52,132.71,228.34
2024-07-14,NA,186.46,133.95,238.96
2024-07-21,NA,192.39,135.1,249.68
2024-07-28,NA,198.32,136.17,260.47
