Date,data,median,LB,UB
2024-05-25,342,NA,NA,NA
2024-06-01,322,NA,NA,NA
2024-06-08,308,NA,NA,NA
2024-06-15,360,NA,NA,NA
2024-06-22,419,NA,NA,NA
2024-06-29,417,NA,NA,NA
2024-07-06,463,NA,NA,NA
2024-07-13,500,NA,NA,NA
2024-07-20,609,NA,NA,NA
2024-07-27,743,NA,NA,NA
2024-08-03,891,NA,NA,NA
2024-08-10,971,NA,NA,NA
2024-08-17,936,NA,NA,NA
2024-08-24,902,NA,NA,NA
2024-08-31,663,NA,NA,NA
2024-09-07,NA,486.28,336.14,636.41
2024-09-14,NA,355.6,54.37,656.83
2024-09-21,NA,258.97,0,715.65
2024-09-28,NA,187.53,0,797.21
