Date,data,median,LB,UB
2024-03-31,8,5.03,1.61,8.46
2024-04-07,4,5.33,2.25,8.41
2024-04-14,6,5.63,2.88,8.39
2024-04-21,0,5.93,3.48,8.39
2024-04-28,2,6.23,4.04,8.43
2024-05-05,9,6.53,4.55,8.52
2024-05-12,12,6.83,4.99,8.68
2024-05-19,5,7.13,5.33,8.93
2024-05-26,11,7.43,5.59,9.28
2024-06-02,7,7.73,5.75,9.72
2024-06-09,11,8.03,5.84,10.23
2024-06-16,9,8.33,5.88,10.79
2024-06-23,11,8.63,5.88,11.39
2024-06-30,3,8.93,5.85,12.01
2024-07-07,9,9.23,5.81,12.66
2024-07-14,NA,9.53,5.74,13.32
2024-07-21,NA,9.83,5.67,13.99
2024-07-28,NA,10.13,5.59,14.67
2024-08-04,NA,10.43,5.51,15.36
