Date,data,median,LB,UB
2024-03-31,8,5,0,10.87
2024-04-07,4,5.3,0,11.81
2024-04-14,6,5.6,0,12.03
2024-04-21,0,5.9,0,12.07
2024-04-28,2,6.21,0,12.69
2024-05-05,9,6.51,0.28,12.62
2024-05-12,12,6.81,0.4,12.95
2024-05-19,5,7.11,0.64,13.24
2024-05-26,11,7.42,1.32,14.31
2024-06-02,7,7.72,1.2,14.24
2024-06-09,11,8.02,1.71,14.46
2024-06-16,9,8.32,2.24,14.23
2024-06-23,11,8.63,1.96,14.88
2024-06-30,3,8.93,2.85,15.78
2024-07-07,9,9.23,2.77,15.75
2024-07-14,NA,9.53,2.67,15.64
2024-07-21,NA,9.84,3.74,16.02
2024-07-28,NA,10.14,4.08,16.32
2024-08-04,NA,10.44,4.17,17.19
