month,day,data,median,LB,UB
4,28,2,2,2,2
5,5,9,8.37483756589916,1.94261402332941,14.5692962624354
5,12,12,8.79115513577673,2.68065792454982,14.6426847810139
5,19,5,9.08693129886503,3.24740149331739,15.1145177186614
5,26,11,9.31663415658703,3.45162562444097,15.0271283489835
6,2,7,9.56485436448518,3.65547991748011,15.3412311128506
6,9,11,9.74886897695454,3.84353662512428,15.5640690880387
6,16,9,9.83831101775917,3.82763963122756,15.7628273088999
6,23,11,9.9485959330722,3.87338978582917,16.0676081119087
6,30,NaN,10.0844609424251,3.98873072554148,16.3831938765213
7,7,NaN,10.0968577167306,3.68526980142861,16.4905092982517
7,14,NaN,10.1899978844947,3.89656058898721,16.6613327320975
7,21,NaN,10.2443773936877,3.8222576211715,16.8798836499129
