Date,data,median,LB,UB
2024-04-14,36,35.93,32.56,39.3
2024-04-21,0,0.19,0,3.54
2024-04-28,21,20.93,17.63,24.23
2024-05-05,30,29.64,26.64,32.63
2024-05-12,25,25.75,23.24,28.26
2024-05-19,17,16.16,13.35,18.97
2024-05-26,12,12.81,9.95,15.67
2024-06-02,30,29.14,26.7,31.59
2024-06-09,45,46.08,43.22,48.95
2024-06-16,43,41.55,38.73,44.36
2024-06-23,20,21.47,18.96,23.98
2024-06-30,12,11.14,8.14,14.13
2024-07-07,24,24.16,20.86,27.47
2024-07-14,14,14.09,10.73,17.44
2024-07-21,11,10.96,7.59,14.33
2024-07-28,NA,48.7,27.08,70.32
2024-08-04,NA,86.45,44.75,128.16
2024-08-11,NA,124.21,62.35,186.07
2024-08-18,NA,161.96,79.93,243.99
