Date,data,median,LB,UB
2024-04-14,36,24.6,2.01,46.03
2024-04-21,0,24.32,0,48.07
2024-04-28,21,24.05,0.34,47.48
2024-05-05,30,23.77,0,46.25
2024-05-12,25,23.49,0.7,47.14
2024-05-19,17,23.22,0.5,45.51
2024-05-26,12,22.94,0,45.33
2024-06-02,30,22.66,0,45.01
2024-06-09,45,22.39,0.16,47.51
2024-06-16,43,22.11,0,45.89
2024-06-23,20,21.83,0,45.32
2024-06-30,12,21.55,0,43.07
2024-07-07,24,21.28,0,44.06
2024-07-14,14,21,0,45.97
2024-07-21,11,20.72,0,44.49
2024-07-28,NA,20.45,0,42.71
2024-08-04,NA,20.17,0,42.72
2024-08-11,NA,19.89,0,42.42
2024-08-18,NA,19.62,0,44.22
