Date,data,median,LB,UB
2024-04-14,36,24.62,12.15,37.09
2024-04-21,0,24.34,13.13,35.55
2024-04-28,21,24.06,14.04,34.08
2024-05-05,30,23.78,14.86,32.71
2024-05-12,25,23.5,15.53,31.48
2024-05-19,17,23.22,16.01,30.44
2024-05-26,12,22.95,16.22,29.67
2024-06-02,30,22.67,16.12,29.22
2024-06-09,45,22.39,15.67,29.11
2024-06-16,43,22.11,14.89,29.33
2024-06-23,20,21.83,13.86,29.8
2024-06-30,12,21.55,12.63,30.48
2024-07-07,24,21.27,11.26,31.29
2024-07-14,14,21,9.79,32.2
2024-07-21,11,20.72,8.25,33.19
2024-07-28,NA,20.44,6.65,34.22
2024-08-04,NA,20.16,5.03,35.29
2024-08-11,NA,19.88,3.37,36.39
2024-08-18,NA,19.6,1.69,37.52
