Date,data,median,LB,UB
2024-04-14,13,10.86,0.52,20.67
2024-04-21,0,10.86,0,21.73
2024-04-28,19,10.86,0.01,21.58
2024-05-05,15,10.86,0,21.15
2024-05-12,8,10.86,0.43,21.68
2024-05-19,12,10.86,0.46,21.07
2024-05-26,0,10.86,0.16,21.11
2024-06-02,16,10.86,0.06,21.09
2024-06-09,19,10.86,0.69,22.37
2024-06-16,8,10.87,0,21.75
2024-06-23,14,10.87,0.34,21.62
2024-06-30,10,10.87,0.71,20.72
2024-07-07,9,10.87,0,21.3
2024-07-14,8,10.87,0.71,22.3
2024-07-21,12,10.87,0.08,21.75
2024-07-28,NA,10.87,0,21.06
2024-08-04,NA,10.87,0.7,21.19
2024-08-11,NA,10.87,0.76,21.19
2024-08-18,NA,10.87,0.4,22.14
