Date,data,median,LB,UB
2024-04-14,2,2.47,0,5.03
2024-04-21,0,2.58,0.28,4.87
2024-04-28,2,2.68,0.63,4.73
2024-05-05,6,2.79,0.96,4.61
2024-05-12,6,2.89,1.26,4.52
2024-05-19,1,2.99,1.51,4.47
2024-05-26,2,3.1,1.72,4.47
2024-06-02,0,3.2,1.86,4.54
2024-06-09,10,3.3,1.93,4.68
2024-06-16,3,3.41,1.93,4.89
2024-06-23,3,3.51,1.88,5.14
2024-06-30,2,3.61,1.79,5.44
2024-07-07,4,3.72,1.67,5.77
2024-07-14,3,3.82,1.53,6.12
2024-07-21,4,3.92,1.37,6.48
2024-07-28,NA,4.03,1.2,6.85
2024-08-04,NA,4.13,1.03,7.23
2024-08-11,NA,4.24,0.85,7.62
2024-08-18,NA,4.34,0.67,8.01
