Date,data,median,LB,UB
2024-06-23,2,0,0,4.66
2024-06-30,1,0,0,6.8
2024-07-07,2,1.14,0,7.46
2024-07-14,3,2.46,0,9.17
2024-07-21,1,3.78,0,10.2
2024-07-28,3,5.09,0,10.98
2024-08-04,3,6.41,0.13,13.09
2024-08-11,4,7.73,1.67,14.67
2024-08-18,5,9.05,2.35,15.44
2024-08-25,14,10.37,3.83,17.03
2024-09-01,18,11.68,5.22,17.65
2024-09-08,NA,13,6.79,19.28
2024-09-15,NA,14.32,8.23,20.58
2024-09-22,NA,15.64,8.88,21.88
2024-09-29,NA,16.95,10.73,23.07
