month,day,data,median,LB,UB
4,28,2,2,2,2
5,5,9,8.63952990151651,0.229206977208922,16.9725082030868
5,12,12,9.53067290222824,1.72720807185271,17.0457689251302
5,19,5,9.83092142585194,2.35402954649692,17.3056446272852
5,26,11,9.58812768348024,2.36600751749715,17.4484694504187
6,2,7,9.3393350048196,1.7038612165897,16.4557015135226
6,9,11,8.75636005664233,1.18978347812072,15.8949260482565
6,16,9,8.17233079312291,0.677290158216458,15.3017056838702
6,23,11,7.42558347630825,-0,15.0235296801467
6,30,3,6.91271900434686,-0,14.7537021843801
7,7,NaN,6.40077171873125,-0,14.3500415538772
7,14,NaN,5.82223505946658,-0,14.2717127427894
7,21,NaN,5.55047913371995,-0,14.2688030945567
7,28,NaN,4.99208948756086,-0,14.5117971891788
