month,day,data,median,LB,UB
4,28,2,2,2,2
5,5,9,8.7288917805382,0.421465087893014,17.3262101979559
5,12,12,9.54975486613026,1.99279961712138,17.1765320142437
5,19,5,9.74359334978977,2.26233476594061,16.9874737706327
5,26,11,9.6962855114837,2.44880269789536,16.969173853394
6,2,7,9.27426623683322,1.98265828677241,16.6321933899166
6,9,11,8.65171301060505,1.57994918833576,15.9029449581799
6,16,9,8.16587476310713,0.702980719852411,15.3918781612684
6,23,11,7.44318465675849,-0,15.0034605265785
6,30,3,6.85326500456459,-0,14.6989160124915
7,7,NaN,6.41055308819371,-0,14.5392419956453
7,14,NaN,5.8714249944062,-0,14.5574940259489
7,21,NaN,5.60011319906162,-0,14.2502737184555
7,28,NaN,5.10479175087685,-0,14.4411151301109
