month,day,data,median,LB,UB
3,31,8,8,8,8
4,7,12,9.73836048478165,-0,28.243598676571
4,14,13,10.7918814182502,-0,28.3464572298736
4,21,0,11.2340340301742,-0,28.2087601193981
4,28,19,11.3734060352428,-0,28.2976164308728
5,5,15,11.3229368000942,-0,27.7320739854202
5,12,8,10.7164139252778,-0,27.3994680349784
5,19,12,10.1012606856304,-0,27.0375731610825
5,26,0,9.46436283861874,-0,26.4697850147646
6,2,16,9.04871395160528,-0,26.5980429566417
6,9,NaN,8.36645542229984,-0,27.4029180812437
6,16,NaN,7.43431891367283,-0,29.6060806597881
6,23,NaN,7.34635964067481,-0,32.4056560058659
6,30,NaN,7.03791002114966,-0,35.2117232081917
