month,day,data,median,LB,UB
3,31,8,8,8,8
4,7,12,10.2616342561931,-0,28.8369702473529
4,14,13,10.9569956348204,-0,28.5825618108984
4,21,0,11.4541828709566,-0,28.1126095543735
4,28,19,11.3117832727006,-0,27.8452937722784
5,5,15,11.0391408800218,-0,28.1338362319909
5,12,8,11.0323964477537,-0,27.2072764149689
5,19,12,10.4372118745482,-0,27.4991359865617
5,26,0,9.64319420012758,-0,26.5150809438126
6,2,16,8.6418090164836,-0,26.8735849621829
6,9,NaN,8.40246748046055,-0,27.7191841727458
6,16,NaN,7.83135593204403,-0,29.2035314028887
6,23,NaN,7.10632292604777,-0,29.8351601375388
6,30,NaN,6.79385836480094,-0,33.0044760051665
