Date,data,median,LB,UB
2024-04-07,12,11.29,5.58,17
2024-04-14,13,11.23,6.1,16.36
2024-04-21,0,11.17,6.58,15.76
2024-04-28,19,11.11,7.02,15.2
2024-05-05,15,11.05,7.4,14.7
2024-05-12,8,10.99,7.68,14.29
2024-05-19,12,10.93,7.85,14.01
2024-05-26,0,10.87,7.87,13.87
2024-06-02,16,10.81,7.73,13.88
2024-06-09,19,10.75,7.44,14.05
2024-06-16,8,10.68,7.03,14.34
2024-06-23,14,10.62,6.54,14.71
2024-06-30,10,10.56,5.98,15.15
2024-07-07,9,10.5,5.37,15.64
2024-07-14,8,10.44,4.73,16.15
2024-07-21,NA,10.38,4.07,16.69
2024-07-28,NA,10.32,3.39,17.25
2024-08-04,NA,10.26,2.7,17.82
2024-08-11,NA,10.2,1.99,18.4
