Date,data,median,LB,UB
2024-03-31,21,19.55,7.73,31.37
2024-04-07,15,20.1,9.47,30.73
2024-04-14,36,20.65,11.15,30.15
2024-04-21,0,21.2,12.74,29.66
2024-04-28,21,21.75,14.19,29.31
2024-05-05,30,22.3,15.46,29.14
2024-05-12,25,22.85,16.48,29.22
2024-05-19,17,23.4,17.19,29.61
2024-05-26,12,23.95,17.58,30.32
2024-06-02,30,24.5,17.66,31.34
2024-06-09,45,25.05,17.49,32.61
2024-06-16,43,25.6,17.14,34.06
2024-06-23,20,26.15,16.65,35.65
2024-06-30,12,26.7,16.07,37.33
2024-07-07,24,27.25,15.43,39.07
2024-07-14,NA,27.8,14.73,40.87
2024-07-21,NA,28.35,14,42.7
2024-07-28,NA,28.9,13.25,44.55
2024-08-04,NA,29.45,12.47,46.43
