Date,data,median,LB,UB
2024-03-31,21,19.6,0,41.15
2024-04-07,15,20.13,0,42.27
2024-04-14,36,20.67,0,42.51
2024-04-21,0,21.21,0,44.14
2024-04-28,21,21.75,0,44.93
2024-05-05,30,22.29,0,43.08
2024-05-12,25,22.83,1.47,45.02
2024-05-19,17,23.37,2.2,46.7
2024-05-26,12,23.91,2.51,47.68
2024-06-02,30,24.44,1.53,47.07
2024-06-09,45,24.98,4.46,48.78
2024-06-16,43,25.52,3.45,48.97
2024-06-23,20,26.06,5.86,46.59
2024-06-30,12,26.6,6.05,47.93
2024-07-07,24,27.14,6.12,48.28
2024-07-14,NA,27.68,5.93,47.6
2024-07-21,NA,28.22,6.74,50.8
2024-07-28,NA,28.75,7.7,51.84
2024-08-04,NA,29.29,7.34,49.74
