Date,data,median,LB,UB
2024-03-31,21,19.33,1.94,36.73
2024-04-07,15,23.17,9.99,36.34
2024-04-14,36,20.12,7.34,32.9
2024-04-21,0,13.68,0.45,26.9
2024-04-28,21,19.13,6.9,31.35
2024-05-05,30,26.35,13.52,39.17
2024-05-12,25,24.53,11.48,37.59
2024-05-19,17,16.79,4.64,28.93
2024-05-26,12,16.46,3.41,29.52
2024-06-02,30,30.2,17.38,43.02
2024-06-09,45,41.84,29.61,54.06
2024-06-16,43,39.48,26.26,52.7
2024-06-23,20,23.38,10.6,36.16
2024-06-30,12,14.84,1.66,28.02
2024-07-07,24,21.72,4.32,39.11
2024-07-14,NA,33.94,0,78.16
2024-07-21,NA,46.16,0,121.78
2024-07-28,NA,58.38,0,166.03
2024-08-04,NA,70.6,0,210.49
