Date,data,median,LB,UB
2024-04-28,159,130.6,94.35,166.86
2024-05-05,137,134.86,103.38,166.34
2024-05-12,149,139.18,111.6,166.75
2024-05-19,138,143.61,119.06,168.15
2024-05-26,117,148.21,125.86,170.56
2024-06-02,153,153.03,132.13,173.94
2024-06-09,177,158.11,138.01,178.2
2024-06-16,93,163.44,143.61,183.28
2024-06-23,184,169.03,148.93,189.12
2024-06-30,215,174.83,153.93,195.74
2024-07-07,157,180.82,158.46,203.17
2024-07-14,145,186.94,162.39,211.49
2024-07-21,215,193.17,165.6,220.75
2024-07-28,259,199.45,167.97,230.92
2024-08-04,183,205.72,169.47,241.98
2024-08-11,NA,211.99,170.21,253.77
2024-08-18,NA,218.26,170.47,266.06
2024-08-25,NA,224.54,170.38,278.69
2024-09-01,NA,230.81,170.07,291.54
