Date,data,median,LB,UB
2024-04-28,159,127.67,93.42,161.93
2024-05-05,137,133.06,102.28,163.85
2024-05-12,149,138.45,110.94,165.97
2024-05-19,138,143.84,119.32,168.36
2024-05-26,117,149.23,127.33,171.14
2024-06-02,153,154.62,134.8,174.45
2024-06-09,177,160.01,141.54,178.48
2024-06-16,93,165.4,147.41,183.39
2024-06-23,184,170.79,152.32,189.26
2024-06-30,215,176.18,156.35,196
2024-07-07,157,181.57,159.66,203.47
2024-07-14,145,186.96,162.44,211.48
2024-07-21,215,192.35,164.83,219.86
2024-07-28,259,197.74,166.95,228.52
2024-08-04,183,203.12,168.87,237.38
2024-08-11,NA,208.51,170.65,246.38
2024-08-18,NA,213.9,172.33,255.48
2024-08-25,NA,219.29,173.93,264.66
2024-09-01,NA,224.68,175.47,273.89
