Date,data,median,LB,UB
2024-05-05,30,30,30,30
2024-05-12,25,17,9,26
2024-05-19,17,19,10,31
2024-05-26,12,22,11,38
2024-06-02,30,28,11,52
2024-06-09,45,35,22,64
2024-06-16,43,35,20,57
2024-06-23,20,29,16,43
2024-06-30,12,22,13,33
2024-07-07,24,18,10,28
2024-07-14,NaN,15,6,26
2024-07-21,NaN,13,3,26
2024-07-28,NaN,11,2,26
2024-08-04,NaN,10,1,26
