Date,data,median,LB,UB
2024-05-05,30,30,30,30
2024-05-12,25,16,8,25
2024-05-19,17,22,12,32
2024-05-26,12,27,17,40
2024-06-02,30,32,20,45
2024-06-09,45,33,22,47
2024-06-16,43,32,21,46
2024-06-23,20,28,18,41
2024-06-30,12,23,13,34
2024-07-07,24,17,9,27
2024-07-14,NaN,12,5,22
2024-07-21,NaN,8,3,18
2024-07-28,NaN,6,1,14
2024-08-04,NaN,4,0,11
