month,day,data,median,LB,UB
3,24,12,12,12,12
3,31,8,3.73640587153195,-0,12.483109533066
4,7,4,4.19168562727694,-0,12.831794033561
4,14,6,4.77147093553409,-0,13.2042027282093
4,21,0,5.39030690809369,-0,13.9244600101368
4,28,2,6.06750725738785,-0,15.0572454433814
5,5,9,6.60491767278509,-0,15.5130278594925
5,12,12,7.62516433781713,-0,16.5650286296836
5,19,5,8.59009589506921,-0,17.8500029339913
5,26,11,9.60292411996411,0.136156648075146,19.528393135338
6,2,NaN,10.6753677626205,0.28286298896463,22.2619360011528
6,9,NaN,11.8008635862895,0.578000425765569,25.8592517597996
6,16,NaN,13.03045191035,0.599616506390386,30.6137331548784
6,23,NaN,14.6100835061477,0.891302647230992,36.0326041958004
