Date,data,median,LB,UB
2024-06-30,215,209.82,159.88,259.76
2024-07-07,157,158.06,119.08,197.05
2024-07-14,145,163.97,127.51,200.44
2024-07-21,215,205.69,167.98,243.39
2024-07-28,259,230.07,191.83,268.31
2024-08-04,183,220.07,183.72,256.42
2024-08-11,234,223.06,186.71,259.41
2024-08-18,250,243.92,205.68,282.16
2024-08-25,251,246.13,208.43,283.84
2024-09-01,234,254.39,217.92,290.85
2024-09-08,292,275.04,236.06,314.02
2024-09-15,292,296.78,246.84,346.71
2024-09-22,NA,314.16,186.18,442.14
2024-09-29,NA,331.54,112.27,550.82
2024-10-06,NA,348.93,36.52,661.34
2024-10-13,NA,366.31,0,772.44
