Date,data,median,LB,UB
2024-04-07,122,105.03,15.09,191.16
2024-04-14,162,110.89,24.11,191.85
2024-04-21,0,116.75,32.21,202.19
2024-04-28,159,122.6,26.47,216.87
2024-05-05,137,128.46,43.25,210.39
2024-05-12,149,134.31,49.39,224.26
2024-05-19,138,140.17,59.95,227.4
2024-05-26,117,146.03,59.97,228.68
2024-06-02,153,151.88,68.22,236.9
2024-06-09,177,157.74,77.75,243.98
2024-06-16,NA,163.59,77.26,245.7
2024-06-23,NA,169.45,90.08,256.48
2024-06-30,NA,175.31,95.05,262.25
2024-07-07,NA,181.16,100.73,267.4
