Date,data,median,LB,UB
2024-04-21,0,48.31,0,119.32
2024-04-28,159,99.6,51.12,148.08
2024-05-05,137,132.09,85.78,178.4
2024-05-12,149,144.76,98.55,190.97
2024-05-19,138,145.33,99.45,191.22
2024-05-26,117,143.07,97.19,188.95
2024-06-02,153,142.94,96.73,189.15
2024-06-09,177,144.08,97.77,190.39
2024-06-16,93,148.34,99.85,196.82
2024-06-23,184,158.49,87.48,229.5
2024-06-30,NA,170.82,48.92,292.73
2024-07-07,NA,183.16,2.2,364.12
2024-07-14,NA,195.5,0,437.78
2024-07-21,NA,207.83,0,512.34
