month,day,data,median,LB,UB
3,24,17,17,17,17
3,31,21,17.6557438540768,-0,47.1696043030634
4,7,15,20.4764842109675,-0,46.9717488690091
4,14,36,21.6673059004015,-0,47.8483431222798
4,21,0,21.9244916035099,-0,48.7591003914968
4,28,21,22.0613974481795,-0,48.6597363922519
5,5,30,20.3454803248167,-0,46.6266599620155
5,12,25,18.6540513253328,-0,45.3324408873962
5,19,17,17.364587487523,-0,44.7479234659839
5,26,12,16.3279827663596,-0,44.1309430942233
6,2,NaN,14.1997914114744,-0,43.9174401410573
6,9,NaN,13.0782013987489,-0,44.4728705093489
6,16,NaN,11.9224353905057,-0,45.2037769314593
6,23,NaN,10.7438616549133,-0,48.5417731500375
