Date,data,median,LB,UB
2024-06-23,184,169.73,135.9,203.56
2024-06-30,215,178.55,149.01,208.1
2024-07-07,157,187.37,161.77,212.98
2024-07-14,145,196.2,173.99,218.4
2024-07-21,215,205.02,185.41,224.62
2024-07-28,259,213.84,195.67,232.01
2024-08-04,183,222.66,204.49,240.83
2024-08-11,234,231.48,211.88,251.09
2024-08-18,250,240.3,218.1,262.51
2024-08-25,251,249.13,223.52,274.73
2024-09-01,234,257.95,228.4,287.49
2024-09-08,292,266.77,232.94,300.6
2024-09-15,NA,275.59,237.25,313.93
2024-09-22,NA,284.41,241.4,327.42
2024-09-29,NA,293.23,245.44,341.03
2024-10-06,NA,302.06,249.4,354.71
