Date,data,median,LB,UB
2024-06-23,184,169.74,111.92,225.77
2024-06-30,215,178.58,128.48,230.28
2024-07-07,157,187.41,129.4,241.59
2024-07-14,145,196.25,141.56,252.1
2024-07-21,215,205.09,152.04,260.92
2024-07-28,259,213.93,152.72,269.31
2024-08-04,183,222.77,161.28,282.19
2024-08-11,234,231.6,172.76,287.24
2024-08-18,250,240.44,185.88,298.66
2024-08-25,251,249.28,197.47,307.96
2024-09-01,234,258.12,203.24,314.18
2024-09-08,292,266.96,213.81,321.05
2024-09-15,NA,275.79,221.82,330.84
2024-09-22,NA,284.63,226.24,344.7
2024-09-29,NA,293.47,237,349.34
2024-10-06,NA,302.31,248.76,357.54
