time,Rt median,Rt 95%CI LB,Rt 95% CI UB
4.01,141575984.14343,140849331.88241,142301579.550386
5.01,3.28422112883234,1.63271008558856,4.71340911856644
6.01,1.06567781233099,0.745651110653462,1.28724860132089
7.01,0.95427254570554,0.879584726294964,1.12290094519522
8.01,0.96625030477796,0.881875420839437,1.21667095370269
9.01,0.970391757256297,0.865938422831604,1.228394850426
10.01,0.967134185155959,0.865156567471415,1.18259377718914
11.01,0.963764964796733,0.860366818732277,1.15191219747937
12.01,0.961388956985835,0.857597094154423,1.12202285500082
13.01,0.959171695256172,0.85311781851619,1.08958397582292
14.01,0.956697517526175,0.835853521811495,1.07209087351189
15.01,0.955241225985779,0.822325255366263,1.05448034671907
16.01,0.953610957714606,0.807562673193711,1.04618718739707
17.01,0.95229198199687,0.796907754761378,1.04325325317237
18.01,0.947891349962465,0.774245756874901,1.04068770348082
19.01,0.946696479870525,0.759575746588693,1.0382984758666
20.01,0.945900233743667,0.737333877432138,1.03639644521595
21.01,0.945485701878204,0.71690740283429,1.03135159969342
22.01,0.944813019260323,0.702144454665075,1.02674937361725
23.01,0.944260693096146,0.668131323037808,1.02561712998414
24.01,0.944046504898926,0.680734513627092,1.02444214879325
25.01,0.943410800699972,0.664420283707126,1.02343528515078
26.01,0.943428667681922,0.667246116000751,1.0218158321842
27,0.943052382687271,0.656893211546686,1.01943371588265
