Date,data,median,LB,UB
2024-03-17,16,16,16,16
2024-03-24,23,13.18021437,0,30.84263006
2024-03-31,8,13.55089758,0,30.1044947
2024-04-07,12,13.55957893,0,30.3558067
2024-04-14,13,13.2187166,0,29.31299202
2024-04-21,0,12.64730798,0,28.89706985
2024-04-28,19,12.28671126,0,28.01509348
2024-05-05,15,11.69928909,0,28.17939415
2024-05-12,8,10.85818181,0,27.59910704
2024-05-19,12,10.36808146,0,27.71816652
2024-05-26,NaN,9.63172051,0,29.211798
2024-06-02,NaN,8.701431663,0,30.60398471
2024-06-09,NaN,8.764304614,0,31.49049014
2024-06-16,NaN,8.131433088,0,32.86709642
