Date,data,median,LB,UB
2024-04-07,122,109.33,28.82,185.7
2024-04-14,162,113.79,24.64,198.43
2024-04-21,0,118.25,33.75,201.76
2024-04-28,159,122.71,36.52,202.83
2024-05-05,137,127.17,45.94,211.44
2024-05-12,149,131.63,50.66,211.1
2024-05-19,138,136.09,52.79,215.88
2024-05-26,117,140.55,56.46,220.2
2024-06-02,153,145.01,65.79,234.57
2024-06-09,177,149.47,64.77,234.22
2024-06-16,93,153.93,71.95,237.67
2024-06-23,184,158.39,79.27,235.08
2024-06-30,215,162.85,76.26,244.06
2024-07-07,157,167.31,88.25,256.32
2024-07-14,145,171.77,87.77,256.47
2024-07-21,NA,176.23,86.99,255.57
2024-07-28,NA,180.69,101.48,261.05
2024-08-04,NA,185.15,106.38,265.45
2024-08-11,NA,189.61,108.06,277.32
