month,day,data,median,LB,UB
4,28,19,19,19,19
5,5,15,9.79419824246262,-0,25.4653864529367
5,12,8,10.636343743065,-0,25.7132307544132
5,19,12,10.7287957240862,-0,25.6439538408431
5,26,0,11.4433663026038,-0,26.136054112713
6,2,16,11.4384771161831,-0,26.0100465810528
6,9,19,12.2353123681079,-0,27.2008471671852
6,16,8,12.6389027247946,-0,27.541213873125
6,23,14,12.9937746179161,-0,28.6651132138523
6,30,NaN,13.2006507962363,-0,30.5261531014391
7,7,NaN,13.5072222552188,-0,33.5720070790764
7,14,NaN,14.074110358096,-0,37.4790761530238
7,21,NaN,14.4538558727143,-0,42.752635624098
