month,day,data,median,LB,UB
4,28,159,159,159,159
5,5,137,129.294116091245,45.1179408253389,209.818888173557
5,12,149,135.876156109387,60.3074974143077,210.038807624576
5,19,138,141.653252555878,67.2331087387644,216.029164315504
5,26,117,144.748926744142,70.6341365870204,218.507125721128
6,2,153,149.054129867585,73.9520695480544,221.730684939106
6,9,177,148.836813355828,74.6335107310316,223.709223780237
6,16,93,149.076424677996,71.1205788087662,223.422433284252
6,23,184,147.928423760313,67.6004070217785,231.486498942474
6,30,NaN,148.575692875188,61.3608102546642,236.096164722764
7,7,NaN,148.316542079416,49.9679568695107,243.240238614823
7,14,NaN,146.54461201967,36.7567974999445,251.687499472797
7,21,NaN,146.861879404704,31.1438435305265,256.927927730471
