Date,data,median,LB,UB
2024-05-26,12,25.52,12.29,38.75
2024-06-02,30,25.48,13.59,37.37
2024-06-09,45,25.45,14.82,36.07
2024-06-16,43,25.41,15.94,34.88
2024-06-23,20,25.37,16.91,33.83
2024-06-30,12,25.34,17.68,32.99
2024-07-07,24,25.3,18.17,32.43
2024-07-14,14,25.27,18.32,32.21
2024-07-21,11,25.23,18.1,32.36
2024-07-28,23,25.2,17.54,32.85
2024-08-04,19,25.16,16.7,33.62
2024-08-11,37,25.12,15.66,34.59
2024-08-18,52,25.09,14.46,35.71
2024-08-25,22,25.05,13.16,36.94
2024-09-01,15,25.02,11.79,38.25
2024-09-08,NA,24.98,10.36,39.6
2024-09-15,NA,24.95,8.89,41
2024-09-22,NA,24.91,7.39,42.43
2024-09-29,NA,24.87,5.87,43.88
