Date,data,median,LB,UB
2024-05-26,12,13.72,0,28.65
2024-06-02,30,31.66,21.12,42.2
2024-06-09,45,40.31,29.75,50.88
2024-06-16,43,37.29,26.75,47.82
2024-06-23,20,26.68,16.62,36.74
2024-06-30,12,18.09,7.76,28.42
2024-07-07,24,15.9,5.47,26.32
2024-07-14,14,14.57,4.54,24.6
2024-07-21,11,14.45,4.03,24.88
2024-07-28,23,18.41,8.08,28.74
2024-08-04,19,27.35,17.28,37.41
2024-08-11,37,36.6,26.06,47.14
2024-08-18,52,39.01,28.44,49.57
2024-08-25,22,30.66,20.12,41.2
2024-09-01,15,14.31,0,29.24
2024-09-08,NA,0,0,28.48
2024-09-15,NA,0,0,30.5
2024-09-22,NA,0,0,33.06
2024-09-29,NA,0,0,35.8
