Date,data,median,LB,UB
2024-04-21,0,2.35,0,7.2
2024-04-28,2,2.52,0,7.51
2024-05-05,6,2.69,0,7.6
2024-05-12,6,2.86,0,8.02
2024-05-19,1,3.03,0,8.24
2024-05-26,2,3.2,0,7.88
2024-06-02,0,3.36,0,8.36
2024-06-09,10,3.53,0,8.79
2024-06-16,3,3.7,0,9.05
2024-06-23,3,3.87,0,8.96
2024-06-30,2,4.04,0,9.39
2024-07-07,4,4.21,0,9.49
2024-07-14,3,4.38,0,9
2024-07-21,4,4.54,0,9.35
2024-07-28,7,4.71,0,9.47
2024-08-04,NA,4.88,0,9.37
2024-08-11,NA,5.05,0.22,10.13
2024-08-18,NA,5.22,0.48,10.41
2024-08-25,NA,5.39,0.45,9.99
